Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality
EH1 1QX,Yes,55.949729,-3.189411,325821,673604,NT258736,"City Centre","",1980-01-01,,91,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1QY,Yes,55.949281,-3.188389,325884,673553,NT258735,"City Centre","",1989-04-01,,82,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1QZ,No,55.949071,-3.187806,325920,673529,NT259735,"City Centre","",1975-12-01,1994-12-01,80,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1RA,No,55.960382,-3.176699,326635,674776,NT266747,"Leith Walk","",2005-02-01,2007-03-01,29,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1RB,Yes,55.949241,-3.1897,325802,673550,NT258735,"City Centre","",2002-06-01,,89,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1RD,Yes,55.949434,-3.18929,325828,673571,NT258735,"City Centre","",1991-07-01,,88,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1RE,Yes,55.94958,-3.190896,325728,673589,NT257735,"City Centre","",1980-01-01,,94,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1RF,Yes,55.949505,-3.189854,325793,673580,NT257735,"City Centre","",1980-01-01,,92,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1RJ,No,55.949038,-3.191167,325710,673529,NT257735,"City Centre","",1980-01-01,1995-12-01,94,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1RL,No,55.949038,-3.191167,325710,673529,NT257735,"City Centre","",1980-01-01,1995-12-01,94,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1RN,Yes,55.949261,-3.192311,325639,673555,NT256735,"City Centre","",2007-02-01,,97,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1RP,Yes,55.9487,-3.188995,325845,673489,NT258734,"City Centre","",2006-09-01,,84,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1RQ,Yes,55.948939,-3.190284,325765,673517,NT257735,"City Centre","",1980-01-01,,91,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1RR,Yes,55.949101,-3.188351,325886,673533,NT258735,"City Centre","",1980-01-01,,81,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1RS,No,55.94897,-3.188923,325850,673519,NT258735,"City Centre","",1973-08-01,1981-07-01,84,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1RT,Yes,55.949367,-3.188808,325858,673563,NT258735,"City Centre","",1980-01-01,,84,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1RU,No,55.949908,-3.187687,325929,673622,NT259736,"City Centre","",2014-05-01,2016-05-01,86,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1RW,Yes,55.949684,-3.18994,325788,673600,NT257735,"City Centre","",1980-01-01,,87,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1RX,No,55.960382,-3.176699,326635,674776,NT266747,"Leith Walk","",1980-01-01,2005-09-01,29,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1RY,No,55.949532,-3.187531,325938,673580,NT259735,"City Centre","",1990-12-01,2000-06-01,82,Scotland,2019-02-23,"Postcode sector mean (mainly PO Boxes)"
EH1 1RZ,Yes,55.943218,-3.232954,323089,672927,NT230729,"Corstorphine/Murrayfield","",2004-01-01,,47,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1SA,No,55.949532,-3.187531,325938,673580,NT259735,"City Centre","",1990-12-01,2000-06-01,82,Scotland,2019-02-23,"Postcode sector mean (mainly PO Boxes)"
EH1 1SB,Yes,55.950827,-3.187427,325947,673724,NT259737,"City Centre","",1982-12-01,,78,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1SD,Yes,55.950791,-3.187378,325950,673720,NT259737,"City Centre","",1980-01-01,,79,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1SE,No,55.949532,-3.187531,325938,673580,NT259735,"City Centre","",1992-02-01,1997-12-01,82,Scotland,2019-02-23,"Postcode sector mean (mainly PO Boxes)"
EH1 1SF,No,55.9508,-3.187378,325950,673721,NT259737,"City Centre","",1980-01-01,2014-09-01,79,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1SG,Yes,55.950549,-3.18641,326010,673692,NT260736,"City Centre","",1980-01-01,,78,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1SJ,Yes,55.950669,-3.187022,325972,673706,NT259737,"City Centre","",1980-01-01,,79,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1SL,No,55.950875,-3.18706,325970,673729,NT259737,"City Centre","",1973-08-01,1977-07-01,75,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1SN,No,55.950439,-3.186662,325994,673680,NT259736,"City Centre","",1980-01-01,2010-05-01,79,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1SP,Yes,55.950642,-3.186092,326030,673702,NT260737,"City Centre","",1980-01-01,,76,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1SQ,No,55.950657,-3.185484,326068,673703,NT260737,"City Centre","",1995-12-01,1996-06-01,75,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1SR,Yes,55.95078,-3.184799,326111,673716,NT261737,"City Centre","",1980-01-01,,73,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1SS,Yes,55.950698,-3.185838,326046,673708,NT260737,"City Centre","",1980-01-01,,75,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1ST,No,55.960382,-3.176699,326635,674776,NT266747,"Leith Walk","",1994-10-01,2004-01-01,29,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1SU,Yes,55.950369,-3.183618,326184,673669,NT261736,"City Centre","",1980-01-01,,70,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1SW,Yes,55.950586,-3.186331,326015,673696,NT260736,"City Centre","",1980-01-01,,77,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1SX,Yes,55.949619,-3.183098,326215,673585,NT262735,"City Centre","",1980-01-01,,69,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1SY,Yes,55.949958,-3.183333,326201,673623,NT262736,"City Centre","",1986-06-01,,69,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1SZ,No,55.949744,-3.183166,326211,673599,NT262735,"City Centre","",1980-01-01,2009-08-01,69,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1TA,Yes,55.950309,-3.184224,326146,673663,NT261736,"City Centre","",1980-01-01,,72,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1TB,Yes,55.950328,-3.185492,326067,673667,NT260736,"City Centre","",1980-01-01,,75,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1TD,Yes,55.950433,-3.18442,326134,673677,NT261736,"City Centre","",1980-01-01,,72,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1TE,Yes,55.950236,-3.184414,326134,673655,NT261736,"City Centre","",1980-01-01,,72,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1TF,Yes,55.950187,-3.184813,326109,673650,NT261736,"City Centre","",1980-01-01,,73,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1TG,Yes,55.950284,-3.184992,326098,673661,NT260736,"City Centre","",1980-01-01,,74,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1TH,Yes,55.950149,-3.186399,326010,673648,NT260736,"City Centre","",1990-06-01,,80,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1TL,No,55.960382,-3.176699,326635,674776,NT266747,"Leith Walk","",2003-08-01,2006-11-01,29,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1TN,No,55.960382,-3.176699,326635,674776,NT266747,"Leith Walk","",2005-12-01,2007-05-01,29,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1TQ,Yes,55.950094,-3.185131,326089,673640,NT260736,"City Centre","",1980-01-01,,74,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1TR,Yes,55.952701,-3.189151,325843,673935,NT258739,"City Centre","",1980-01-01,,77,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1TS,No,55.949532,-3.187531,325938,673580,NT259735,"City Centre","",1980-01-01,2000-06-01,82,Scotland,2019-02-23,"Postcode sector mean (mainly PO Boxes)"
EH1 1TT,No,55.949244,-3.192167,325648,673553,NT256735,"City Centre","",1980-01-01,1999-06-01,97,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1TU,No,55.950029,-3.191854,325669,673640,NT256736,"City Centre","",1980-01-01,2012-06-01,91,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1TW,No,55.950006,-3.183991,326160,673629,NT261736,"City Centre","",1977-08-01,1992-07-01,71,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1TX,No,55.949777,-3.189108,325840,673609,NT258736,"City Centre","",1975-09-01,1992-07-01,90,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1UE,No,55.960382,-3.176699,326635,674776,NT266747,"Leith Walk","",2002-01-01,2002-03-01,29,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1UF,No,55.943218,-3.232954,323089,672927,NT230729,"Corstorphine/Murrayfield","",1990-12-01,2016-04-01,47,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1UH,No,55.949532,-3.187531,325938,673580,NT259735,"City Centre","",1990-12-01,1998-06-01,82,Scotland,2019-02-23,"Postcode sector mean (mainly PO Boxes)"
EH1 1UJ,No,55.949023,-3.192768,325610,673529,NT256735,"City Centre","",1990-12-01,1992-07-01,96,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1UQ,No,55.948996,-3.192784,325609,673526,NT256735,"City Centre","",1980-01-01,1999-12-01,95,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1UT,No,55.960382,-3.176699,326635,674776,NT266747,"Leith Walk","",2001-12-01,2003-08-01,29,Scotland,2019-02-23,"Imputed by ONS by reference to surrounding postcode grid references"
EH1 1UW,No,55.960382,-3.176699,326635,674776,NT266747,"Leith Walk","",2001-06-01,2005-09-01,29,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1UX,No,55.960382,-3.176699,326635,674776,NT266747,"Leith Walk","",2002-07-01,2002-07-01,29,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1UY,No,55.953105,-3.225405,323580,674019,NT235740,"Corstorphine/Murrayfield","",1980-01-01,1995-12-01,56,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1UZ,No,55.960382,-3.176699,326635,674776,NT266747,"Leith Walk","",2001-06-01,2004-04-01,29,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1WA,No,55.960382,-3.176699,326635,674776,NT266747,"Leith Walk","",2006-03-01,2007-04-01,29,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1WD,No,55.949532,-3.187531,325938,673580,NT259735,"City Centre","",1998-12-01,1999-12-01,82,Scotland,2019-02-23,"Postcode sector mean (mainly PO Boxes)"
EH1 1WG,Yes,55.943218,-3.232954,323089,672927,NT230729,"Corstorphine/Murrayfield","",2007-01-01,,47,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1WH,No,55.960382,-3.176699,326635,674776,NT266747,"Leith Walk","",1998-06-01,2005-09-01,29,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1WJ,No,55.960382,-3.176699,326635,674776,NT266747,"Leith Walk","",1998-06-01,1999-12-01,29,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1WL,No,55.949532,-3.187531,325938,673580,NT259735,"City Centre","",1998-06-01,1999-06-01,82,Scotland,2019-02-23,"Postcode sector mean (mainly PO Boxes)"
EH1 1WP,No,55.960382,-3.176699,326635,674776,NT266747,"Leith Walk","",1998-12-01,2005-09-01,29,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1WT,No,55.960382,-3.176699,326635,674776,NT266747,"Leith Walk","",2005-02-01,2008-03-01,29,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1WX,No,55.960382,-3.176699,326635,674776,NT266747,"Leith Walk","",2005-01-01,2005-11-01,29,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1XA,No,55.950743,-3.189538,325815,673717,NT258737,"City Centre","",1998-06-01,1999-12-01,80,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1XB,No,55.950743,-3.189538,325815,673717,NT258737,"City Centre","",1998-06-01,1999-12-01,80,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1XD,No,55.950743,-3.189538,325815,673717,NT258737,"City Centre","",1985-04-01,2012-06-01,80,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1XF,No,55.955567,-3.18312,326225,674247,NT262742,"City Centre","",1998-12-01,1999-06-01,88,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1XG,No,55.943218,-3.232954,323089,672927,NT230729,"Corstorphine/Murrayfield","",2008-03-01,2018-12-01,47,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1XH,No,55.960382,-3.176699,326635,674776,NT266747,"Leith Walk","",1998-12-01,2007-05-01,29,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1XL,No,55.960382,-3.176699,326635,674776,NT266747,"Leith Walk","",1998-12-01,2003-10-01,29,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1XN,No,55.950743,-3.189538,325815,673717,NT258737,"City Centre","",1998-12-01,2000-10-01,80,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1XQ,No,55.949532,-3.187531,325938,673580,NT259735,"City Centre","",1998-12-01,2000-06-01,82,Scotland,2019-02-23,"Postcode sector mean (mainly PO Boxes)"
